index,direction,protocol,topicLayout,topicPattern,topicConcrete,qos,retained,auth,payloadJsonTemplate,expectedBackendEffect,responseOrAckTopic,precondition,evidence,safetyLevel,vi,mosquittoPubExample,mosquittoSubExample,evidenceRelativePath
11,machine_publishes_backend_subscribes,mqtt,legacy,{{mqttTopicPrefix}}/+/commands/receipt,{{mqttTopicPrefix}}/{{machineId}}/commands/receipt,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""telemetry"", ""payload"": {}}",mqtt-ingest router → JetStream / OLTP theo kênh,HTTP reconcile / application ack (không dùng PUBACK làm business ack),MQTT_TOPIC_LAYOUT legacy,metrics avf_mqtt_ingest_* ; dedupe_key,DESTRUCTIVE_CANARY_ONLY,Legacy device→cloud: commands/receipt (xem docs/api/mqtt-contract.md),"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/{{machineId}}/commands/receipt"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""telemetry"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/{{machineId}}/commands/receipt"" -q 1 -C 1",mqtt/evidence/011_legacy.log
12,machine_publishes_backend_subscribes,mqtt,legacy,{{mqttTopicPrefix}}/+/commands/ack,{{mqttTopicPrefix}}/{{machineId}}/commands/ack,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""telemetry"", ""payload"": {}}",mqtt-ingest router → JetStream / OLTP theo kênh,HTTP reconcile / application ack (không dùng PUBACK làm business ack),MQTT_TOPIC_LAYOUT legacy,metrics avf_mqtt_ingest_* ; dedupe_key,DESTRUCTIVE_CANARY_ONLY,Legacy device→cloud: commands/ack (xem docs/api/mqtt-contract.md),"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/{{machineId}}/commands/ack"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""telemetry"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/{{machineId}}/commands/ack"" -q 1 -C 1",mqtt/evidence/012_legacy.log
13,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/telemetry,{{mqttTopicPrefix}}/machines/{{machineId}}/telemetry,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""telemetry"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: telemetry,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/telemetry"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""telemetry"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/telemetry"" -q 1 -C 1",mqtt/evidence/013_enterprise.log
14,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/presence,{{mqttTopicPrefix}}/machines/{{machineId}}/presence,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""presence"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: presence,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/presence"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""presence"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/presence"" -q 1 -C 1",mqtt/evidence/014_enterprise.log
15,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/state/heartbeat,{{mqttTopicPrefix}}/machines/{{machineId}}/state/heartbeat,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""heartbeat"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: state/heartbeat,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/state/heartbeat"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""heartbeat"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/state/heartbeat"" -q 1 -C 1",mqtt/evidence/015_enterprise.log
16,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/telemetry/snapshot,{{mqttTopicPrefix}}/machines/{{machineId}}/telemetry/snapshot,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""snapshot"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: telemetry/snapshot,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/telemetry/snapshot"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""snapshot"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/telemetry/snapshot"" -q 1 -C 1",mqtt/evidence/016_enterprise.log
17,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/telemetry/incident,{{mqttTopicPrefix}}/machines/{{machineId}}/telemetry/incident,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""incident"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: telemetry/incident,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/telemetry/incident"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""incident"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/telemetry/incident"" -q 1 -C 1",mqtt/evidence/017_enterprise.log
18,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/events/vend,{{mqttTopicPrefix}}/machines/{{machineId}}/events/vend,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""vend"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: events/vend,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/events/vend"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""vend"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/events/vend"" -q 1 -C 1",mqtt/evidence/018_enterprise.log
19,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/events/cash,{{mqttTopicPrefix}}/machines/{{machineId}}/events/cash,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""cash"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: events/cash,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/events/cash"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""cash"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/events/cash"" -q 1 -C 1",mqtt/evidence/019_enterprise.log
20,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/events/inventory,{{mqttTopicPrefix}}/machines/{{machineId}}/events/inventory,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""inventory"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: events/inventory,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/events/inventory"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""inventory"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/events/inventory"" -q 1 -C 1",mqtt/evidence/020_enterprise.log
21,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/shadow/reported,{{mqttTopicPrefix}}/machines/{{machineId}}/shadow/reported,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""reported"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: shadow/reported,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/shadow/reported"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""reported"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/shadow/reported"" -q 1 -C 1",mqtt/evidence/021_enterprise.log
22,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/shadow/desired,{{mqttTopicPrefix}}/machines/{{machineId}}/shadow/desired,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""desired"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: shadow/desired,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/shadow/desired"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""desired"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/shadow/desired"" -q 1 -C 1",mqtt/evidence/022_enterprise.log
23,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/commands/receipt,{{mqttTopicPrefix}}/machines/{{machineId}}/commands/receipt,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""receipt"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: commands/receipt,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/commands/receipt"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""receipt"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/commands/receipt"" -q 1 -C 1",mqtt/evidence/023_enterprise.log
24,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/commands/ack,{{mqttTopicPrefix}}/machines/{{machineId}}/commands/ack,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""ack"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: commands/ack,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/commands/ack"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""ack"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/commands/ack"" -q 1 -C 1",mqtt/evidence/024_enterprise.log
25,machine_publishes_backend_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/+/events,{{mqttTopicPrefix}}/machines/{{machineId}}/events,1,unknown_false_subscribe,Machine MQTT credentials (broker ACL),"{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""events"", ""payload"": {}}",mqtt-ingest enterprise patterns,same as legacy note,MQTT_TOPIC_LAYOUT enterprise,mqtt-ingest logs,DESTRUCTIVE_CANARY_ONLY,Enterprise umbrella/tree: events,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/events"" -q 1 -m '{""schema_version"": 1, ""event_id"": ""{{$guid}}"", ""machine_id"": ""{{machineId}}"", ""dedupe_key"": ""avf-postman-{{$guid}}"", ""event_type"": ""events"", ""payload"": {}}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/events"" -q 1 -C 1",mqtt/evidence/025_enterprise.log
26,backend_publishes_machine_subscribes,mqtt,legacy,{{mqttTopicPrefix}}/{{machineId}}/commands/dispatch,{{mqttTopicPrefix}}/{{machineId}}/commands/dispatch,1,False,Backend publisher ACL + API machine status active,"{""command_id"": ""{{commandId}}"", ""machine_id"": ""{{machineId}}"", ""sequence"": 1, ""command_type"": ""NOOP_POSTMAN"", ""payload"": {}, ""idempotency_key"": ""avf-postman-{{$guid}}"", ""correlation_id"": ""{{$guid}}""}",Broker delivery toward device command topic,{{mqttTopicPrefix}}/machines/{{machineId}}/commands/ack (enterprise) hoặc .../{{machineId}}/commands/ack (legacy),API MQTT publisher configured; canary only,command_ledger.route_key JSON,DESTRUCTIVE_CANARY_ONLY,API→broker remote command publish (legacy_dispatch) — không chạy trên máy thật nếu chưa canary.,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/{{machineId}}/commands/dispatch"" -q 1 -m '{""command_id"": ""{{commandId}}"", ""machine_id"": ""{{machineId}}"", ""sequence"": 1, ""command_type"": ""NOOP_POSTMAN"", ""payload"": {}, ""idempotency_key"": ""avf-postman-{{$guid}}"", ""correlation_id"": ""{{$guid}}""}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/{{machineId}}/commands/dispatch"" -q 1 -C 1",mqtt/evidence/026_legacy.log
27,backend_publishes_machine_subscribes,mqtt,legacy,{{mqttTopicPrefix}}/{{machineId}}/commands/down,{{mqttTopicPrefix}}/{{machineId}}/commands/down,1,False,Backend publisher ACL + API machine status active,"{""command_id"": ""{{commandId}}"", ""machine_id"": ""{{machineId}}"", ""sequence"": 1, ""command_type"": ""NOOP_POSTMAN"", ""payload"": {}, ""idempotency_key"": ""avf-postman-{{$guid}}"", ""correlation_id"": ""{{$guid}}""}",Broker delivery toward device command topic,{{mqttTopicPrefix}}/machines/{{machineId}}/commands/ack (enterprise) hoặc .../{{machineId}}/commands/ack (legacy),API MQTT publisher configured; canary only,command_ledger.route_key JSON,DESTRUCTIVE_CANARY_ONLY,API→broker remote command publish (legacy_down) — không chạy trên máy thật nếu chưa canary.,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/{{machineId}}/commands/down"" -q 1 -m '{""command_id"": ""{{commandId}}"", ""machine_id"": ""{{machineId}}"", ""sequence"": 1, ""command_type"": ""NOOP_POSTMAN"", ""payload"": {}, ""idempotency_key"": ""avf-postman-{{$guid}}"", ""correlation_id"": ""{{$guid}}""}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/{{machineId}}/commands/down"" -q 1 -C 1",mqtt/evidence/027_legacy.log
28,backend_publishes_machine_subscribes,mqtt,enterprise,{{mqttTopicPrefix}}/machines/{{machineId}}/commands,{{mqttTopicPrefix}}/machines/{{machineId}}/commands,1,False,Backend publisher ACL + API machine status active,"{""command_id"": ""{{commandId}}"", ""machine_id"": ""{{machineId}}"", ""sequence"": 1, ""command_type"": ""NOOP_POSTMAN"", ""payload"": {}, ""idempotency_key"": ""avf-postman-{{$guid}}"", ""correlation_id"": ""{{$guid}}""}",Broker delivery toward device command topic,{{mqttTopicPrefix}}/machines/{{machineId}}/commands/ack (enterprise) hoặc .../{{machineId}}/commands/ack (legacy),API MQTT publisher configured; canary only,command_ledger.route_key JSON,DESTRUCTIVE_CANARY_ONLY,API→broker remote command publish (enterprise_command) — không chạy trên máy thật nếu chưa canary.,"mosquitto_pub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/commands"" -q 1 -m '{""command_id"": ""{{commandId}}"", ""machine_id"": ""{{machineId}}"", ""sequence"": 1, ""command_type"": ""NOOP_POSTMAN"", ""payload"": {}, ""idempotency_key"": ""avf-postman-{{$guid}}"", ""correlation_id"": ""{{$guid}}""}'","mosquitto_sub -h ""${MQTT_HOST}"" -p ""${MQTT_PORT:-8883}"" -u ""${MQTT_USERNAME}"" -P ""${MQTT_PASSWORD}"" -i ""${MQTT_CLIENT_ID:-avf-postman-sub}"" -t ""{{mqttTopicPrefix}}/machines/{{machineId}}/commands"" -q 1 -C 1",mqtt/evidence/028_enterprise.log
